gene_name,utr5_cpm,utr5_ai_rate,utr5_m6a_rate,utr5_unmod_rate,utr3_cpm,utr3_ai_rate,utr3_m6a_rate,utr3_unmod_rate,exon_cpm,exon_ai_rate,exon_m6a_rate,exon_unmod_rate,intron_cpm,intron_ai_rate,intron_m6a_rate,intron_unmod_rate,utr5_either_rate,utr3_either_rate,exon_either_rate,intron_either_rate,total_ai_rate,total_m6a_rate,total_either_rate,total_cpm
SERINC3,28.985507,0.074498,0.230329,0.695173,1451.3578406666668,0.066633,0.216648,0.719245,186.0465113333333,0.057606,0.22166,0.724147,25.537049333333332,0.092791,0.246001,0.663918,0.304827,0.283281,0.279266,0.338792,0.072882,0.22865950000000002,0.3015415,422.98172708333334
PILRB,548.0800256666666,0.081711,0.162134,0.76027,0.0,0.0,0.0,0.0,2417.543859666667,0.089885,0.101581,0.810147,29.805332000000003,0.067071,0.193945,0.740947,0.243845,0.0,0.19146600000000003,0.261016,0.059666750000000005,0.11441500000000002,0.17408175,998.4764057777778
ZNF235,0.0,0.0,0.0,0.0,358.23754800000006,0.058076,0.187462,0.75907,63.148399000000005,0.05146,0.224535,0.727892,0.0,0.0,0.0,0.0,0.0,0.24553799999999998,0.275995,0.0,0.027384,0.10299925,0.13038325,210.69297350000002
DYNC1I2,3.484321,0.0,0.097656,0.902344,850.4480683333333,0.049961,0.22996,0.723058,70.35345833333334,0.069646,0.162316,0.771522,2.4650356666666666,0.06354,0.19883,0.742504,0.097656,0.279921,0.231962,0.26237,0.04578675,0.17219050000000002,0.21797725,231.68772083333334
MEF2D,57.947019666666655,0.078088,0.258966,0.668229,1082.695253,0.103324,0.261891,0.636664,102.171137,0.074764,0.132267,0.793864,12.597583333333333,0.113925,0.230605,0.660246,0.33705399999999996,0.36521499999999996,0.207031,0.34453,0.09252525,0.22093225,0.31345749999999994,313.85274825000005
YWHAE,40.178571000000005,0.046441,0.208333,0.745226,15535.843137333331,0.064682,0.23996,0.696731,310.763889,0.050574,0.264485,0.688269,8.689575,0.121808,0.207596,0.675067,0.254774,0.304642,0.31505900000000003,0.32940400000000003,0.07087625,0.2300935,0.30096975000000004,3973.868793083333
ARID1B,228.67328733333338,0.06732,0.247651,0.688257,1228.9868593333333,0.062758,0.24201,0.699408,147.06156266666667,0.11442,0.257884,0.631761,5.878845000000001,0.064635,0.222094,0.716121,0.314971,0.304768,0.37230399999999997,0.286729,0.07728325,0.24240975,0.319693,402.65013858333333
ZNF180,5.12492,0.125814,0.227214,0.646973,127.024723,0.057608,0.15096,0.791836,399.07229666666666,0.099449,0.228352,0.674892,1.4217223333333333,0.068484,0.215966,0.71555,0.353028,0.208568,0.327801,0.28445,0.08783875,0.205623,0.29346174999999997,133.16091550000002
MILR1,240.47619033333334,0.059174,0.07476,0.866066,960.7451766666667,0.101721,0.170382,0.73235,145.11378833333333,0.091087,0.124157,0.785924,35.853111000000006,0.093891,0.196006,0.714169,0.133934,0.272103,0.215244,0.289897,0.08646825000000001,0.14132625,0.2277945,345.54706658333333
ENSA,213.261649,0.113314,0.171809,0.723805,3436.3022306666667,0.090033,0.162478,0.750715,711.817168,0.080205,0.212345,0.712222,54.357664,0.062347,0.209958,0.731356,0.285123,0.25251100000000004,0.29255,0.272305,0.08647475,0.1891475,0.27562225,1103.9346779166667
COG3,121.67300366666667,0.101725,0.123779,0.777832,917.8359839999999,0.05919,0.206195,0.738255,29.56167166666667,0.082743,0.155201,0.767184,6.9716776666666656,0.076385,0.229671,0.697259,0.22550399999999998,0.265385,0.237944,0.306056,0.08001074999999999,0.1787115,0.25872225,269.01058424999997
ARF4,397.1217423333333,0.06517,0.236407,0.70153,1632.0383183333333,0.059446,0.218921,0.724098,356.00996166666664,0.053379,0.243325,0.705835,52.55514133333333,0.059547,0.241163,0.700149,0.301577,0.27836700000000003,0.296704,0.30071,0.05938550000000001,0.234954,0.29433950000000003,609.4312909166666
ATF2,47.85077033333332,0.071438,0.196107,0.733117,1275.904104,0.051782,0.225772,0.722754,48.14814833333333,0.052513,0.073282,0.875672,3.5951690000000003,0.061029,0.22362,0.716866,0.26754500000000003,0.277554,0.125795,0.28464900000000004,0.0591905,0.17969525,0.23888575,343.87454791666664
VTI1B,71.24681933333333,0.055804,0.166016,0.778181,1504.9402823333332,0.063464,0.195901,0.742522,265.4661276666667,0.063715,0.191129,0.747577,8.052815,0.087681,0.213392,0.702541,0.22182,0.259365,0.25484399999999996,0.301073,0.067666,0.1916095,0.2592755,462.42651108333337
STX12,153.55805233333334,0.112233,0.133765,0.754002,1239.8297066666667,0.057859,0.21577,0.73071,155.63578033333334,0.053781,0.133457,0.813426,9.206421666666666,0.070512,0.229133,0.705197,0.245998,0.273629,0.187238,0.299645,0.07359625,0.17803125,0.2516275,389.55749025
ATG4D,1915.8909033333337,0.081613,0.155434,0.765795,3670.4416760000004,0.079081,0.132066,0.791484,468.043539,0.084604,0.116451,0.801411,14.991181666666668,0.074717,0.204533,0.724778,0.237047,0.21114699999999997,0.20105499999999998,0.27925,0.08000375000000001,0.15212099999999998,0.23212475,1517.3418250000002
ARFGAP2,997.626187,0.06015,0.189008,0.75415,2569.6711616666666,0.101562,0.269976,0.630192,130.64713066666667,0.078583,0.128424,0.795573,6.578173333333333,0.073249,0.225327,0.70365,0.24915800000000002,0.371538,0.207007,0.298576,0.078386,0.20318375,0.28156975,926.1306631666666
SMARCC1,41.666667000000004,0.016602,0.116211,0.867188,3806.777451666667,0.067503,0.240239,0.692594,7.434197,0.099451,0.207717,0.692832,2.2091296666666667,0.087059,0.223849,0.693376,0.132813,0.307742,0.307168,0.31090799999999996,0.06765375,0.19700399999999998,0.26465775,964.5218613333334
MORF4L1,27.19033233333333,0.125579,0.092231,0.78219,5162.313432666667,0.057015,0.223333,0.722174,231.09886766666668,0.08303,0.138685,0.780474,14.142198,0.084592,0.207103,0.719727,0.21781,0.280348,0.221715,0.29169500000000004,0.087554,0.165338,0.252892,1358.6862076666666
ARID1A,117.29405333333335,0.103852,0.236773,0.663608,1452.8843646666667,0.0561,0.253689,0.692815,408.43325366666676,0.07785,0.268002,0.659954,38.59777866666666,0.070343,0.222937,0.712379,0.340625,0.309789,0.34585200000000005,0.29328,0.07703625,0.24535025,0.3223865,504.3023625833334
YWHAQ,112.70983199999999,0.10389,0.220246,0.675864,38321.455647999996,0.054458,0.215004,0.732189,991.8699186666668,0.052948,0.257768,0.69274,14.735511333333335,0.075498,0.243638,0.683824,0.324136,0.269462,0.310716,0.319136,0.0716985,0.234164,0.3058625,9860.192727499998
