gene_name,utr5_cpm,utr5_ai_rate,utr5_m6a_rate,utr5_unmod_rate,utr3_cpm,utr3_ai_rate,utr3_m6a_rate,utr3_unmod_rate,exon_cpm,exon_ai_rate,exon_m6a_rate,exon_unmod_rate,intron_cpm,intron_ai_rate,intron_m6a_rate,intron_unmod_rate,utr5_either_rate,utr3_either_rate,exon_either_rate,intron_either_rate,total_ai_rate,total_m6a_rate,total_either_rate,total_cpm
YWHAE,8.928571,0.269531,0.457031,0.273438,1395.1372550000003,0.073052,0.234186,0.696,28.211805666666667,0.070373,0.233714,0.695913,1.1256246666666667,0.172626,0.223021,0.631654,0.726562,0.307238,0.304087,0.39564699999999997,0.1463955,0.28698799999999997,0.43338350000000003,358.3508140833334
ARID1B,0.0,0.0,0.0,0.0,717.9846046666668,0.060412,0.247672,0.695824,118.37571000000001,0.086382,0.248059,0.67093,3.6111109999999997,0.071874,0.22181,0.709099,0.0,0.308084,0.334441,0.293684,0.054667,0.17938525,0.23405225000000002,279.9904752222223
ZNF180,0.0,0.0,0.0,0.0,25.74595066666667,0.06056,0.172625,0.767643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.233185,0.0,0.0,0.01514,0.04315625,0.05829625,25.74595066666667
MILR1,153.5714285,0.046239,0.024891,0.92887,34.93013966666667,0.064769,0.118452,0.81689,59.97322633333334,0.065395,0.099827,0.836251,3.7985786666666663,0.088528,0.172355,0.739804,0.07113,0.183221,0.16522199999999998,0.260883,0.06623274999999999,0.10388125000000001,0.170114,63.068343291666665
ENSA,44.80286733333333,0.139219,0.180156,0.689219,1034.9513036666667,0.088241,0.157979,0.757169,197.32441466666668,0.071548,0.206733,0.725547,2.289304,0.049509,0.226108,0.724382,0.319375,0.24622,0.278281,0.275617,0.08712924999999999,0.192744,0.27987325,319.84197241666664
COG3,280.1013943333333,0.1399,0.084718,0.779818,281.25974433333334,0.051823,0.163636,0.785996,62.76394366666667,0.076562,0.115203,0.810742,3.248820666666667,0.051432,0.242743,0.709573,0.22461799999999998,0.215459,0.19176500000000002,0.29417499999999996,0.07992925,0.15157500000000002,0.23150425,156.84347575
ARF4,59.898872000000004,0.065442,0.160258,0.7743,476.10431100000005,0.057344,0.229012,0.716157,161.2268973333333,0.055221,0.20289,0.744579,25.501512666666667,0.06965,0.245206,0.685232,0.2257,0.286356,0.258111,0.314856,0.061914250000000004,0.2093415,0.27125575,180.68289825000002
ATF2,0.0,0.0,0.0,0.0,285.588514,0.054879,0.22439,0.721434,29.62962966666667,0.041877,0.084961,0.875086,2.070933333333333,0.053417,0.202128,0.744865,0.0,0.279269,0.126838,0.255545,0.03754325,0.12786975,0.165413,105.76302566666668
VTI1B,0.0,0.0,0.0,0.0,330.510315,0.074533,0.180719,0.748042,56.10682333333333,0.090253,0.186408,0.726204,4.314180666666667,0.049765,0.186615,0.765664,0.0,0.255252,0.276661,0.23638,0.05363775,0.1384355,0.19207325,130.31043966666667
STX12,16.8539325,0.089844,0.192708,0.717448,351.15105666666665,0.061177,0.174603,0.767628,54.55274766666667,0.04788,0.106445,0.847111,0.5879383333333333,0.06204,0.192969,0.746737,0.28255199999999997,0.23578000000000002,0.154325,0.255009,0.06523525,0.16668125,0.23191650000000003,105.78641879166666
ATG4D,184.71337566666668,0.065602,0.140988,0.794965,267.270668,0.063763,0.10271,0.834691,82.42627233333333,0.090302,0.091109,0.819973,2.0263423333333335,0.10659,0.284722,0.617839,0.20659,0.16647299999999998,0.181411,0.391312,0.08156425,0.15488225,0.23644649999999998,134.10916458333335
ARFGAP2,65.34232866666667,0.054516,0.137257,0.80949,820.5583156666667,0.094196,0.227353,0.680436,20.350020333333333,0.055797,0.126016,0.820453,0.6950313333333334,0.059901,0.214552,0.729023,0.191773,0.321549,0.181813,0.274453,0.0661025,0.1762945,0.24239699999999997,226.73642399999997
SMARCC1,0.0,0.0,0.0,0.0,2181.166503666667,0.076262,0.241977,0.682626,5.224030666666667,0.039213,0.224309,0.736478,1.2035463333333334,0.06416,0.266029,0.673132,0.0,0.318239,0.26352200000000003,0.330189,0.04490875,0.18307875,0.2279875,729.1980268888889
MORF4L1,13.595166,0.133464,0.043186,0.823351,1419.7761196666668,0.055777,0.231533,0.7159,168.04407700000002,0.112242,0.166403,0.723304,21.09832,0.097127,0.186478,0.719343,0.17665,0.28731,0.278645,0.283605,0.0996525,0.1569,0.25655249999999996,405.6284206666667
ARID1A,0.0,0.0,0.0,0.0,387.731663,0.065971,0.261157,0.676592,62.50999233333334,0.090251,0.24722,0.667934,2.407346,0.101073,0.256479,0.646032,0.0,0.327128,0.33747099999999997,0.357552,0.06432375,0.191214,0.25553775,150.88300044444446
YWHAQ,7.194245,0.003906,0.0,0.996094,7755.37023,0.051228,0.208772,0.741563,246.61246633333334,0.049737,0.213456,0.737981,2.014795,0.043834,0.269272,0.686895,0.003906,0.26,0.263193,0.313106,0.03717625,0.172875,0.21005125,2002.7979340833333
